"에너지원별(1)",에너지원별(2),에너지원별(3),에너지원별(4),2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"에너지원별(1)",에너지원별(2),에너지원별(3),에너지원별(4),전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
"① 재생에너지",바이오 (MWh),Bio-SRF,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,329377,-,-,478,-,-,-,-,-,1147,319729,-,-,8023,-,-,-,-,652961,-,-,1174,-,-,-,-,-,-,307607,-,338037,-,6143,-,-,-,1127409,-,-,-,17704,-,-,-,7089,-,320327,-,670546,111742,-,-,-,-,1431740,-,-,-,15796,-,-,-,2170,9807,319933,-,745822,338211,-,-,-,-,1782965,-,-,-,16807,-,-,-,20496,198697,267747,-,904317,374157,77,-,668,-,2068895,-,-,-,24016,-,-,-,25036,261955,311180,-,1040052,389684,3232,-,13741,-,1983916,-,-,-,54639,-,-,-,25790,238056,233882,-,992262,407366,18277,-,10969,2675,1892499,-,-,-,26487,-,-,-,27461,263181,182924,-,939771,398904,13956,-,38332,1484,1720336,-,-,-,19945,-,-,-,12460,347221,203969,-,717162,331670,26216,-,53242,8452
"① 재생에너지",바이오 (MWh),Bio-SRF,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11877,-,-,-,-,-,-,-,-,-,-,705,-,11172,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172150,-,-,-,-,-,-,-,-,-,-,-,172150,-,-,-,-,-
"① 재생에너지",바이오 (MWh),바이오중유,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,536765,-,-,-,-,-,-,34667,-,4535,-,-,-,-,-,-,-,497563,1233190,-,-,61,-,-,-,194469,-,18346,-,-,-,-,-,-,-,1020314,1454982,-,-,2495,-,-,-,261070,-,16321,-,-,-,-,-,-,-,1175095,1242311,-,-,2514,-,-,-,499180,-,-,-,-,-,-,-,-,-,740617,1609999,-,-,1717,-,-,-,528201,-,3461,-,-,-,-,-,-,-,1076621,2295198,-,-,-,-,-,-,445915,-,-,-,-,-,-,-,-,-,1849283,1918119,-,-,-,-,-,-,558487,-,-,-,-,-,-,-,-,-,1359632,1832406,-,-,-,-,-,-,428017,-,-,-,-,-,-,-,-,-,1404388,1654179,-,-,-,-,-,-,55475,-,-,-,-,-,-,-,-,-,1598705
"① 재생에너지",바이오 (MWh),바이오중유,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,536765,-,-,-,-,-,-,34667,-,4535,-,-,-,-,-,-,-,497563,1233190,-,-,61,-,-,-,194469,-,18346,-,-,-,-,-,-,-,1020314,1454982,-,-,2495,-,-,-,261070,-,16321,-,-,-,-,-,-,-,1175095,1242311,-,-,2514,-,-,-,499180,-,-,-,-,-,-,-,-,-,740617,1609999,-,-,1717,-,-,-,528201,-,3461,-,-,-,-,-,-,-,1076621,2295198,-,-,-,-,-,-,445915,-,-,-,-,-,-,-,-,-,1849283,1918119,-,-,-,-,-,-,558487,-,-,-,-,-,-,-,-,-,1359632,1832406,-,-,-,-,-,-,428017,-,-,-,-,-,-,-,-,-,1404388,1654179,-,-,-,-,-,-,55475,-,-,-,-,-,-,-,-,-,1598705
"① 재생에너지",폐기물 (MWh),소계,소계,11737151,107251,20340,3351,9017,10302,-,226192,279966,10671,27821,3286433,48647,2432799,5234322,33307,6731,11554426,123057,26593,5552,6481,15611,-,365974,295,92566,21101,25972,3402915,66770,2324364,5034371,35772,7031,14334944,128623,91923,2974,14970,9081,-,233909,12442,81475,30197,55923,4831105,60467,2500913,6210512,57068,13362,22468966,135588,132514,11878,41530,16720,-,123221,6290,95007,104694,120914,4699644,70726,9581402,7011636,307239,9964,22754303,121304,119505,11434,55489,14261,-,320350,8352,103482,48105,216684,4839900,139183,9323629,7379557,45819,7250,23867053,117941,130137,14791,57405,7314,-,290378,12456,119265,46805,67513,5042777,69466,10106182,7736267,40884,7473,24355370,123975,138105,16782,70684,5980,4272,460724,14391,126626,72045,81177,5256864,58005,9952465,7926082,39559,7635,18449443,100105,102876,9994,25326,6499,1705,311359,12607,119354,60160,60240,3983081,37122,7073913,6494895,43842,6366,439137,45912,43458,5252,8470,5539,533,5330,5053,73072,24791,20610,17261,15911,61831,51907,17263,36946,470620,69477,39506,4996,9278,6438,2683,6193,4704,76112,22885,23435,13352,21301,61136,50388,15702,43033,413529,69288,28419,3768,8858,6510,3878,4532,4251,64591,14084,35249,11469,17747,77472,28216,15711,19487
"① 재생에너지",폐기물 (MWh),사업용,소계,5652440,57280,-,-,-,-,-,782,50478,9228,13788,3034460,48647,2425096,-,12681,-,6268771,91627,18275,566,364,3435,-,90090,-,23389,4111,8484,3402915,47591,2265478,303321,9100,24,9250869,82270,80181,-,9778,9081,-,-,-,36708,-,36984,4831105,60467,2490727,1613192,376,-,10150125,89559,121620,-,36825,5576,-,37567,5582,45030,11246,98820,4699644,70726,2699320,2034839,193772,-,9865706,75904,112950,-,49881,5681,-,9733,8352,9949,45693,42318,4523416,126951,2761375,2088731,4773,-,10051818,79040,124385,-,54245,7314,-,8400,12456,20269,46068,58391,4679282,55084,3009675,1895643,1567,-,10204921,80411,130924,-,69639,5980,-,11179,14391,24922,71584,60765,4906077,44428,2879779,1900636,4207,-,6937137,67880,98048,-,25326,6499,-,7568,12607,43956,58925,44080,3716830,26384,1595796,1223965,9272,-,337612,30884,41114,64,8024,5539,-,2284,5053,39576,24276,12374,16454,10446,61831,41695,3844,34154,359968,53392,37226,47,7172,6438,-,3037,4704,43240,22289,17686,12473,16350,51710,40631,3629,39945,349828,57044,25503,-,6709,6510,-,3283,3884,49736,14001,32426,10633,17747,77472,22438,4914,17528
"① 재생에너지",폐기물 (MWh),자가용,소계,6084711,49971,20340,3351,9017,10302,-,225410,229488,1443,14033,251973,-,7703,5234322,20626,6731,5285655,31430,8319,4986,6117,12176,-,275884,295,69177,16991,17488,-,19179,58886,4731050,26672,7007,5084075,46353,11742,2974,5192,-,-,233909,12442,44767,30197,18939,-,-,10186,4597320,56692,13362,12318841,46029,10894,11878,4705,11144,-,85654,708,49977,93448,22094,-,-,6882082,4976797,113467,9964,12888596,45399,6555,11434,5607,8580,-,310618,-,93532,2413,174366,316484,12232,6562254,5290826,41046,7250,13815235,38901,5752,14791,3160,-,-,281978,-,98996,738,9122,363495,14382,7096507,5840624,39317,7473,14150448,43564,7180,16782,1045,-,4272,449545,-,101703,461,20412,350787,13578,7072686,6025446,35352,7635,11512307,32225,4828,9994,-,-,1705,303791,-,75398,1235,16160,266251,10737,5478116,5270930,34570,6366,101525,15028,2344,5188,446,-,533,3046,-,33496,515,8236,806,5465,-,10211,13420,2792,110652,16085,2281,4949,2106,-,2683,3155,-,32873,597,5749,879,4950,9426,9758,12073,3088,63701,12244,2916,3768,2149,-,3878,1249,367,14855,83,2823,836,-,-,5778,10797,1959
"① 재생에너지",폐기물 (MWh),폐가스,소계,11162731,-,-,-,-,-,-,225410,4710,-,-,3286433,-,2431851,5214327,-,-,11092956,-,-,-,-,-,-,365974,-,-,-,-,3402915,-,2322312,5001754,-,-,13737290,-,-,-,-,-,-,231265,-,-,-,-,4831105,-,2488128,6186792,-,-,21419499,-,4000,-,-,-,-,116257,-,-,-,57204,4695545,-,9578915,6967578,-,-,21672062,-,-,-,-,-,-,307579,-,-,-,-,4823310,-,9208649,7332524,-,-,22892836,-,-,-,-,-,-,280200,-,-,-,-,5009058,-,9918756,7684822,-,-,23310983,-,-,-,-,-,-,439603,-,-,-,-,5237239,-,9765699,7868442,-,-,17574387,-,-,-,-,-,-,298505,-,-,-,-,3948758,-,6925284,6401840,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (MWh),폐가스,사업용,5459106,-,-,-,-,-,-,-,-,-,-,3034460,-,2424646,-,-,-,6060450,-,-,-,-,-,-,90090,-,-,-,-,3402915,-,2264123,303321,-,-,8924777,-,-,-,-,-,-,-,-,-,-,-,4831105,-,2488128,1605544,-,-,9503822,-,-,-,-,-,-,33657,-,-,-,57204,4695545,-,2697513,2019903,-,-,9217232,-,-,-,-,-,-,-,-,-,-,-,4506826,-,2646515,2063891,-,-,9334436,-,-,-,-,-,-,-,-,-,-,-,4645563,-,2822249,1866624,-,-,9445991,-,-,-,-,-,-,-,-,-,-,-,4886452,-,2693013,1866526,-,-,6281275,-,-,-,-,-,-,-,-,-,-,-,3682934,-,1447167,1151174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (MWh),폐가스,자가용,5703625,-,-,-,-,-,-,225410,4710,-,-,251973,-,7205,5214327,-,-,5032506,-,-,-,-,-,-,275884,-,-,-,-,-,-,58189,4698433,-,-,4812513,-,-,-,-,-,-,231265,-,-,-,-,-,-,-,4581248,-,-,11915677,-,4000,-,-,-,-,82600,-,-,-,-,-,-,6881402,4947675,-,-,12454830,-,-,-,-,-,-,307579,-,-,-,-,316484,-,6562134,5268633,-,-,13558400,-,-,-,-,-,-,280200,-,-,-,-,363495,-,7096507,5818198,-,-,13864992,-,-,-,-,-,-,439603,-,-,-,-,350787,-,7072686,6001916,-,-,11293112,-,-,-,-,-,-,298505,-,-,-,-,265825,-,5478116,5250666,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (MWh),산업폐기물,소계,27598,-,-,-,-,-,-,-,8529,-,11589,-,4150,450,2880,-,-,23410,-,-,-,-,4274,-,-,-,-,-,5975,-,10266,1347,1548,-,-,66381,-,10903,-,-,5349,-,-,-,1791,-,29695,-,13025,1298,4320,-,-,86666,-,-,-,-,-,-,-,-,-,-,34287,-,22842,415,29122,-,-,174950,-,-,-,12448,5681,-,-,5464,3957,-,30781,10818,91122,2581,12097,-,-,159714,-,-,-,20826,7314,-,-,9403,18678,-,43343,16515,21287,3671,18677,-,-,158923,-,-,-,40141,5980,-,-,3562,14660,-,42262,16977,12166,4042,18754,380,-,157812,-,-,-,25326,6499,-,-,3000,33019,-,30918,20105,10857,3322,19103,5663,-,91821,-,-,-,8024,5539,-,-,3834,33329,-,13407,9675,8420,1544,6000,2049,-,108574,-,-,-,7184,6438,93,-,3696,36705,-,18418,9395,8114,10496,6314,1721,-,142400,-,-,-,8705,6510,116,-,3599,35809,-,30180,9059,6875,34373,5563,1611,-
"① 재생에너지",폐기물 (MWh),산업폐기물,사업용,4600,-,-,-,-,-,-,-,-,-,-,-,4150,450,-,-,-,11613,-,-,-,-,-,-,-,-,-,-,-,-,10266,1347,-,-,-,51158,-,-,-,-,5349,-,-,-,1791,-,29695,-,13025,1298,-,-,-,57544,-,-,-,-,-,-,-,-,-,-,34287,-,22842,415,-,-,-,174903,-,-,-,12448,5681,-,-,5464,3910,-,30781,10818,91122,2581,12097,-,-,156506,-,-,-,20826,7314,-,-,9403,15470,-,43343,16515,21287,3671,18677,-,-,153954,-,-,-,40141,5980,-,-,3562,12894,-,39059,16977,12166,4042,18754,380,-,153549,-,-,-,25326,6499,-,-,3000,32025,-,27648,20105,10857,3322,19103,5663,-,90776,-,-,-,8024,5539,-,-,3834,33317,-,12374,9675,8420,1544,6000,2049,-,98312,-,-,-,7172,6438,-,-,3696,36705,-,17686,9395,8114,1070,6314,1721,-,139179,-,-,-,6556,6510,-,-,3599,35809,-,29224,9059,6875,34373,5563,1611,-
"① 재생에너지",폐기물 (MWh),산업폐기물,자가용,22998,-,-,-,-,-,-,-,8529,-,11589,-,-,-,2880,-,-,11797,-,-,-,-,4274,-,-,-,-,-,5975,-,-,-,1548,-,-,15223,-,10903,-,-,-,-,-,-,-,-,-,-,-,-,4320,-,-,29122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29122,-,-,47,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-,3208,-,-,-,-,-,-,-,-,3208,-,-,-,-,-,-,-,-,4969,-,-,-,-,-,-,-,-,1766,-,3203,-,-,-,-,-,-,4263,-,-,-,-,-,-,-,-,994,-,3269,-,-,-,-,-,-,1045,-,-,-,-,-,-,-,-,12,-,1033,-,-,-,-,-,-,10263,-,-,-,12,-,93,-,-,-,-,732,-,-,9426,-,-,-,3221,-,-,-,2149,-,116,-,-,-,-,956,-,-,-,-,-,-
"① 재생에너지",폐기물 (MWh),생활폐기물,소계,100697,57280,-,-,-,-,-,-,10585,1443,2444,-,-,498,17115,11331,-,181142,74628,18031,-,-,-,-,-,295,28144,10443,4116,-,-,705,31069,13395,317,234470,82270,-,-,9778,-,-,-,12442,22712,17154,18939,-,-,11487,19400,34031,6257,694377,135588,6894,11878,25713,16720,-,3054,708,95007,17688,28046,-,18870,2072,14936,307239,9964,406578,121304,6555,11434,25980,8580,-,3039,-,99524,9480,18409,1916,12232,120,34936,45819,7250,371828,117941,5752,6999,23989,-,-,1778,-,100587,7462,9122,2690,14382,-,32768,40884,7473,381641,123975,7180,6607,1045,-,-,9942,-,111867,6310,17209,2648,13578,-,34466,39179,7635,307864,100105,4828,2125,-,-,-,5285,-,86299,6800,12890,2933,10737,-,31314,38180,6366,187677,45912,2344,1801,446,-,-,3046,-,39691,3449,7203,1957,5465,-,24203,15215,36946,222835,69477,2091,1852,2094,-,-,3155,-,39406,3091,5017,1955,13135,-,24549,13981,43033,173702,69288,2916,3768,153,-,-,1249,367,28782,2927,3807,1980,10847,-,14030,14100,19487
"① 재생에너지",폐기물 (MWh),생활폐기물,사업용,57725,57280,-,-,-,-,-,-,-,-,-,-,-,-,-,445,-,92857,74628,18031,-,-,-,-,-,-,-,-,166,-,-,8,-,-,24,102301,82270,-,-,9778,-,-,-,-,928,-,-,-,-,1301,7648,376,-,397335,89559,-,-,21008,5576,-,-,-,45030,1240,5952,-,18870,1392,14936,193772,-,128816,75904,-,-,20372,-,-,-,-,6039,7068,-,1916,-,-,12743,4773,-,125992,79040,-,-,20829,-,-,-,-,4799,6725,-,2690,-,-,10342,1567,-,115601,80411,-,-,-,-,-,-,-,11929,5849,-,2648,-,-,10936,3827,-,102506,67880,-,-,-,-,-,-,-,11895,5565,-,2506,-,-,11051,3609,-,91181,30884,-,64,-,-,-,-,-,6208,2934,-,1151,-,-,13992,1795,34154,128370,53392,-,47,-,-,-,-,-,6533,2494,-,1075,8185,-,14791,1908,39945,116984,57044,-,-,153,-,-,-,-,13927,2844,1940,1144,10847,-,8252,3303,17528
"① 재생에너지",폐기물 (MWh),생활폐기물,자가용,42972,-,-,-,-,-,-,-,10585,1443,2444,-,-,498,17115,10886,-,88285,-,-,-,-,-,-,-,295,28144,10443,3950,-,-,697,31069,13395,293,132169,-,-,-,-,-,-,-,12442,21784,17154,18939,-,-,10186,11752,33655,6257,297042,46029,6894,11878,4705,11144,-,3054,708,49977,16448,22094,-,-,680,-,113467,9964,277762,45399,6555,11434,5607,8580,-,3039,-,93485,2413,18409,-,12232,120,22193,41046,7250,245836,38901,5752,6999,3160,-,-,1778,-,95788,738,9122,-,14382,-,22426,39317,7473,266040,43564,7180,6607,1045,-,-,9942,-,99937,461,17209,-,13578,-,23530,35352,7635,205358,32225,4828,2125,-,-,-,5285,-,74404,1235,12890,427,10737,-,20263,34570,6366,96496,15028,2344,1737,446,-,-,3046,-,33484,515,7203,806,5465,-,10211,13420,2792,94465,16085,2091,1805,2094,-,-,3155,-,32873,597,5017,879,4950,-,9758,12073,3088,56718,12244,2916,3768,-,-,-,1249,367,14855,83,1867,836,-,-,5778,10797,1959
"① 재생에너지",폐기물 (MWh),대형도시쓰레기,소계,439281,49971,20340,3351,9017,10302,-,782,256142,9228,13788,-,37653,-,-,21976,6731,238807,48429,8562,5552,6481,11337,-,-,-,64422,10658,15881,-,38394,-,-,22377,6715,185228,46353,865,2974,5192,3732,-,2644,-,56972,13043,7289,-,16022,-,-,23037,7105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (MWh),대형도시쓰레기,사업용,124165,-,-,-,-,-,-,782,50478,9228,13788,-,37653,-,-,12236,-,85740,16999,243,566,364,3435,-,-,-,23389,4111,8318,-,19215,-,-,9100,1,61058,-,26,-,-,3732,-,-,-,33989,-,7289,-,16022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (MWh),대형도시쓰레기,자가용,315116,49971,20340,3351,9017,10302,-,-,205664,-,-,-,-,-,-,9740,6731,153067,31430,8319,4986,6117,7902,-,-,-,41033,6548,7563,-,19179,-,-,13277,6714,124170,46353,839,2974,5192,-,-,2644,-,22983,13043,-,-,-,-,-,23037,7105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (MWh),SRF,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,111575,-,80155,-,-,-,-,-,-,-,-,-,-,31420,-,-,-,-,171900,-,121620,-,-,-,-,202,5582,-,10006,1377,4099,29014,-,-,-,-,312740,-,112950,-,-,-,-,5713,2887,-,38625,601,3855,35829,112279,-,-,-,411991,-,124385,7792,-,-,-,5353,3053,-,39343,-,14514,33797,183755,-,-,-,455951,-,130924,10175,-,-,4272,11179,10829,-,65735,3431,-,32262,182724,4420,-,-,392976,-,98048,7869,-,-,1705,7568,9607,36,53359,28,11284,15528,145307,42638,-,-,159639,-,41114,3451,-,-,533,2284,1219,52,21342,-,5629,2026,60286,21703,-,-,139211,-,37415,3144,-,-,2590,3037,1007,2,19794,-,2002,51,50640,19526,-,-,97427,-,25503,-,-,-,3762,3283,285,-,11157,1262,430,25,43099,8623,-,-
"① 재생에너지",폐기물 (MWh),SRF,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,111575,-,80155,-,-,-,-,-,-,-,-,-,-,31420,-,-,-,-,171900,-,121620,-,-,-,-,202,5582,-,10006,1377,4099,29014,-,-,-,-,312740,-,112950,-,-,-,-,5713,2887,-,38625,601,3855,35829,112279,-,-,-,404199,-,124385,-,-,-,-,5353,3053,-,39343,-,14514,33797,183755,-,-,-,441504,-,130924,-,-,-,-,11179,10829,-,65735,3431,-,32262,182724,4420,-,-,383403,-,98048,-,-,-,-,7568,9607,36,53359,28,11284,15528,145307,42638,-,-,155654,-,41114,-,-,-,-,2284,1219,52,21342,-,5629,2026,60286,21703,-,-,133286,-,37226,-,-,-,-,3037,1007,2,19794,-,2002,51,50640,19526,-,-,93665,-,25503,-,-,-,-,3283,285,-,11157,1262,430,25,43099,8623,-,-
"① 재생에너지",폐기물 (MWh),SRF,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7792,-,-,7792,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14447,-,-,10175,-,-,4272,-,-,-,-,-,-,-,-,-,-,-,9573,-,-,7869,-,-,1705,-,-,-,-,-,-,-,-,-,-,-,3984,-,-,3451,-,-,533,-,-,-,-,-,-,-,-,-,-,-,5924,-,190,3144,-,-,2590,-,-,-,-,-,-,-,-,-,-,-,3762,-,-,-,-,-,3762,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (MWh),RDF/RPF/TDF,소계,6844,-,-,-,-,-,-,-,-,-,-,-,6844,-,-,-,-,18111,-,-,-,-,-,-,-,-,-,-,-,-,18111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (MWh),RDF/RPF/TDF,사업용,6844,-,-,-,-,-,-,-,-,-,-,-,6844,-,-,-,-,18111,-,-,-,-,-,-,-,-,-,-,-,-,18111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (MWh),시멘트킬른보조연료,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77000,-,-,-,-,-,-,-,-,-,77000,-,-,-,-,-,-,-,155957,-,-,-,-,-,-,-,-,-,-,155957,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
